MaTin;TenDuAn;Phuong;Duong;Gia(ty);DienTich;ThanhPho;Quan;MoTaNgan;SoPhongNgu;NoiThat;SoTang;MatTien;DuongVao;id;KieuNha
37598033;Vị trí vàng! Ngay mặt tiền An Dương Vương - Quận 5 - DT 11x22m 5 Tầng - HĐT: 185 tr/th - giá: 83 tỷ;3;An Dương Vương;83.0;242;Hồ Chí Minh;Quận 5;Nhà mặt phố tại đường An Dương Vương;4;Không;3;5.23 m;159.03 m;1266;Nhà mặt phố 
39223032;ĐỔ NỢ QUÁ NHIỀU bán gấp nhà Bình Tiên Q6 48m2 3PN 1ty725 HXH;7;Bình Tiên;1.73;48;Hồ Chí Minh;Quận 6;Nhà riêng tại đường Bình Tiên;3;Có;2;33.48 m;7 m;1267;Nhà riêng 
40555574;Giảm sâu 600tr bán nhanh 148m2 đất thổ mặt tiền nhựa siêu đẹp đường số 9 Tân Thông Hội, Củ Chi;;;1.3;148;Hồ Chí Minh;Củ Chi;Bán đất tại xã Tân Thông Hội;8;Không;3;5 m;183.79 m;1268;Bán đất 
41008361;Bán siêu phẩm 2PN - DT 59.3m2 - Giá 3 tỷ - View trực diện hồ bơi nội khu - The Beverly Solari;Long Thạnh Mỹ;;3.0;59;Hồ Chí Minh;Quận 9;Căn hộ chung cư tại The Beverly Solari - Vinhomes Grand Park;2;Có;2;25.16 m;574.56 m;1269;Căn hộ chung cư 
41062451;Bán gấp lô đất hẻm nhựa xe tải đường số - Linh Đông 80.1m2 ngang 4.5m ngay Phạm Văn Đồng nhỉnh 5 tỷ;Linh Đông;39;5.6;80;Hồ Chí Minh;Thủ Đức;Bán đất tại đường 39;8;Không;2;4,5 m;5 m;1270;Bán đất 
41062219;Chính chủ bán gấp nhà 70/9 Nguyễn Sỹ Sách, P.15, Tân Bình. 1 trệt 1 lầu, 5x13m, 5.7 tỷ, 0922 882 ***;15;Nguyễn Sỹ Sách;5.7;65;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Nguyễn Sỹ Sách;3;Không;2;5 m;212.25 m;1271;Nhà riêng 
41061598;Bán Siêu Phẩm Biệt Thự Mặt Đường 20m, Khu Dân Cư An Sương . LH;Tân Hưng Thuận;Nguyễn Văn Quá;17.0;95;Hồ Chí Minh;Quận 12;Nhà mặt phố tại Khu dân cư An Sương;3;Không;4;45.33 m;319.81 m;1272;Nhà mặt phố 
40994673;Tòa nhà hầm + 4 tầng (12x50)m=600m2 mặt tiền đường Lê Văn Việt chủ cần bán gấp 75 tỷ thương lượng;Hiệp Phú;Lê Văn Việt;75.0;600;Hồ Chí Minh;Quận 9;Nhà mặt phố tại đường Lê Văn Việt;4;Không;5;12 m;30 m;1273;Nhà mặt phố 
41020362;Nhà 2 tầng, DT 4x13m, sổ vuông, không lộ giới, nhỉnh 5 tỷ, Phú Thọ Hoà, Tân Phú;Phú Thọ Hòa;Phú Thọ Hòa;5.65;52;Hồ Chí Minh;Tân Phú;Nhà riêng tại đường Phú Thọ Hòa;2;Có;2;10.21 m;299.54 m;1274;Nhà riêng 
39709786;Bán GẤP 56 căn 1PN + 1PN 2,5 tỷ - 2,7 tỷ - 2PN: 2.6 T - 3.5 tỷ 3PN: 3.4 - 4.4T- Shophouse 4T -15T;Hiệp Tân;Hòa Bình;2.5;65;Hồ Chí Minh;Tân Phú;Căn hộ chung cư tại Căn hộ RichStar;2;Không;2;30.58 m;451.09 m;1275;Căn hộ chung cư 
41060314;Hiếm rẻ! Một lô duy nhất đường 20m KDC Phú Nhuận giá 65tr/m2 - Rổ hàng chuyển nhượng T10/2024;Phước Long B;Liên Phường;17.55;270;Hồ Chí Minh;Quận 9;Đất nền dự án tại KDC Phú Nhuận - Phước Long B;7;Không;1;38.54 m;435.71 m;1276;Đất nền dự án 
33010059;PKD CĐT Hà Đô Centrosa bán CH T8/2024 loại 1PN - 5.1 ỷ, 2PN - 7 tỷ, 2 + - 9.1 tỷ, 134 m2 - 13.5 tỷ;12;3;7.4;86;Hồ Chí Minh;Quận 10;Căn hộ chung cư tại HaDo Centrosa Garden;2;Không;2;13.39 m;297.33 m;1277;Căn hộ chung cư 
40916243;Bán gấp nhà 1 trệt 2 lầu ngay Gigamall Thủ Đức, giá siêu rẻ chỉ 1.1 tỷ, giảm mạnh 400 triệu;Hiệp Bình Chánh;45;1.1;16;Hồ Chí Minh;Thủ Đức;Nhà riêng tại phố 45;2;Có;3;4 m;3 m;1278;Nhà riêng 
41059646;Nhà đẹp hẻm lớn 5m 486/ Lạc Long Quân, p10, TBinh. 4,3x14(60,2m2). 1T-2L. Giá chốt: 4tỷ3. Chính chủ;10;Lạc Long Quân;4.3;60;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Lạc Long Quân;4;Có;3;27.76 m;6 m;1279;Nhà riêng 
41059568;"Rổ Hàng CĐT DreamHome Palace Căn 51m2-53m2 giá 1.62tỷ; 57m2 giá 1.7tỷ; 62m2 giá 1.82tỷ cam giá thật";;;1.62;53;Hồ Chí Minh;Quận 8;Căn hộ chung cư tại Dream Home Palace;2;Không;2;39.01 m;78.88 m;1280;Căn hộ chung cư 
41069023;Siêu phẩm tòa nhà Trường Sơn - P2 - Tân Bình - 8 x 20m, hầm 7 tầng, HĐT 160tr - giá: 35 tỷ;2;Trường Sơn;35.0;160;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Trường Sơn;6;Có;7;8 m;588.53 m;1281;Nhà riêng 
41058762;Bán đất dự án Đại học Bách Khoa, Phú Hữu, Quận 9, giá tốt nhất khu vực, DT từ 182m2, từ 48 tr/m2;Phú Hữu;Nguyễn Duy Trinh;11.09;231;Hồ Chí Minh;Quận 9;Đất nền dự án tại Khu dân cư Đại học Bách khoa;3;Không;3;7 m;16 m;1282;Đất nền dự án 
41058653;Bán đất tặng building Hầm 11 tầng MT Phổ Quang dòng tiền 7%/năm giảm ngay 10 tỷ giá mới 39,9 tỷ TL;2;Phổ Quang;39.9;130;Hồ Chí Minh;Tân Bình;Nhà mặt phố tại đường Phổ Quang;11;Không;11;28.23 m;519.69 m;1283;Nhà mặt phố 
40870814;Tin thật không đăng ảo. Nhà cần bán 2PN loại 62m2 hướng Đông Nam, giá bán 1,890 tỷ. LH 0909 086 ***;7;Trịnh Quang Nghị;1.89;62;Hồ Chí Minh;Quận 8;Căn hộ chung cư tại Dream Home Palace;2;Có;2;14.26 m;396.28 m;1284;Căn hộ chung cư 
35489279;Chính chủ đối chiếu đúng tên hợp đồng bán các căn 1PN 5.2 tỷ, 2PN 7.5 tỷ, 3PN 9.3 tỷ. Sơn Minh Land;12;3;9.3;107;Hồ Chí Minh;Quận 10;Căn hộ chung cư tại HaDo Centrosa Garden;2;Có;4;8.48 m;443.02 m;1285;Căn hộ chung cư 
40492813;Gọi ngay: Giỏ hàng lớn 222 căn hộ Đảo Kim Cương Q2 từ 1 - 4PN, garden/duplex/sky villa giá tốt nhất;Bình Trưng Tây;;6.9;89;Hồ Chí Minh;Quận 2;Căn hộ chung cư tại Diamond Island;2;Có;4;38.9 m;523.65 m;1286;Căn hộ chung cư 
40990640;Bán nhà hẻm 99 Dương Văn Dương, P. Tân Quý. DT 4,1m x 8,5m 1 lầu đẹp 3,65 tỷ bớt lộc;Tân Quý;Dương Văn Dương;3.65;34;Hồ Chí Minh;Tân Phú;Nhà riêng tại đường Dương Văn Dương;2;Có;2;28.15 m;403.35 m;1287;Nhà riêng 
40994743;Tòa nhà hầm + 5 tầng 2 mặt tiền đường Đỗ Xuân Hợp (12x33.5)m=400m2. Thu nhập 200tr/tháng 63 tỷ TL;Phước Long B;Đỗ Xuân Hợp;63.0;400;Hồ Chí Minh;Quận 9;Nhà mặt phố tại đường Đỗ Xuân Hợp;3;Không;5;12 m;30 m;1288;Nhà mặt phố 
40994831;Nhà có DT (10x26)m=260m mặt tiền đường Nguyễn Văn Tăng chủ cần bán gấp giá 25 tỷ thương lượng;Long Thạnh Mỹ;Nguyễn Văn Tăng;25.0;260;Hồ Chí Minh;Quận 9;Nhà mặt phố tại đường Nguyễn Văn Tăng;7;Không;1;10 m;284.9 m;1289;Nhà mặt phố 
41052712;View đẹp nhất Centery - 3PN tháp C6 - 121m2 - View Landmark - Chiết khấu 17% - Nhận nhà ngay;Sơn Kỳ;N1;7.38;121;Hồ Chí Minh;Tân Phú;Căn hộ chung cư tại Diamond Centery;3;Có;4;9.69 m;288.08 m;1290;Căn hộ chung cư 
26279737;Bán nhiều nhà phố và biệt thự giá tốt nhất từng khu, song lập 200m2 từ 24.5 tỷ. LH 0938 449 ***;Long Thạnh Mỹ;Nguyễn Xiển;22.5;200;Hồ Chí Minh;Quận 9;Nhà biệt thự, liền kề tại The Manhattan - Vinhomes Grand Park;6;Có;5;8 m;24 m;1291;Nhà biệt thự, liền kề 
40987373;Cần bán nhanh (25x40)m=1000m2 công nhận đủ mặt tiền đường Võ Văn Ngân. Giá bán 140 tỷ TL;Bình Thọ;Võ Văn Ngân;140.0;180;Hồ Chí Minh;Thủ Đức;Nhà mặt phố tại đường Võ Văn Ngân;4;Không;5;25 m;30 m;1292;Nhà mặt phố 
40987326;Nhà mặt tiền Hoàng Diệu 2 (8x17)m=136m2, đang cho thuê 50tr. Tháng, giá bán 18 tỷ thương lượng;Linh Chiểu;Hoàng Diệu 2;18.0;136;Hồ Chí Minh;Thủ Đức;Nhà mặt phố tại đường Hoàng Diệu 2;6;Không;3;8 m;30 m;1293;Nhà mặt phố 
41081924;Siêu hiếm! Bán nhà hẻm đường Thoại Ngọc Hầu, Q. Tân Phú. Giá: 4 tỷ 850. DT: 56,8m2. Sổ sẵn;Phú Thạnh;Thoại Ngọc Hầu;4.85;56;Hồ Chí Minh;Tân Phú;Nhà riêng tại đường Thoại Ngọc Hầu;3;Có;2;42.79 m;6 m;1294;Nhà riêng 
40956849;Hẻm 4m đường số 7 KDC Tên Lửa - ngang 5m DT 40m2 - 4.95 tỷ - Bình Tân - 3 tầng BTCT;An Lạc A;Số 4;4.95;40;Hồ Chí Minh;Bình Tân;Nhà riêng tại đường Số 4;3;Không;3;5 m;4 m;1295;Nhà riêng 
40901057;Siêu phẩm góc 2MT Nguyễn Trãi + Nguyễn Văn Tráng, Q1 - 4x20m - 3 tầng - HĐT 140 triệu - giá 46 tỷ;Bến Thành;Nguyễn Trãi;46.0;80;Hồ Chí Minh;Quận 1;Nhà mặt phố tại đường Nguyễn Trãi;5;Không;3;50.83 m;344.77 m;1296;Nhà mặt phố 
41059068;Bán gấp đất mặt tiền đường - ngay Phạm Văn Đồng - P Linh Tây - 106m2 ngang 5.06m nở hậu 5.09m;Linh Tây;Số 13;7.5;106;Hồ Chí Minh;Thủ Đức;Bán đất tại đường Số 13;3;Không;1;5,06 m;10 m;1297;Bán đất 
41081923;Cần tiền làm ăn, chấp nhận bán lỗ lô đất 84m2 ngang 6m tại dự án Centana Điền Phúc Thành giá 4 tỷ;Long Trường;;3.99;84;Hồ Chí Minh;Quận 9;Đất nền dự án tại Centana City Điền Phúc Thành;5;Không;5;6 m;12 m;1298;Đất nền dự án 
41081634;Bán nhà riêng 131m2 tại Phú Thuận Quận 7;Phú Thuận;;9.9;131;Hồ Chí Minh;Quận 7;Nhà riêng tại phường Phú Thuận;3;Không;2;46.64 m;424.58 m;1299;Nhà riêng 
40188048;Bán chung cư lầu 1 đường Gò Dầu. P Tân Quý. Q Tân Phú. Giá 1,75 tỷ;Tân Quý;Gò Dầu;1.75;43;Hồ Chí Minh;Tân Phú;Căn hộ chung cư tại đường Gò Dầu;2;Có;2;17.19 m;236.87 m;1300;Căn hộ chung cư 
41081609;Cần bán nhà Hiệp Nhất P4 Tân Bình 3 x 11.5m hẻm 1/ 3m2;4;Hiệp Nhất;4.0;35;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Hiệp Nhất;2;Có;2;51.28 m;10.92 m;1301;Nhà riêng 
41081457;Bán gấp 300m2(12x25) KDC Long Thới, giá bán gấp;;Nguyễn Văn Tạo;8.8;300;Hồ Chí Minh;Nhà Bè;Bán đất tại đường Nguyễn Văn Tạo;2;Không;2;12 m;12 m;1302;Bán đất 
41081625;Bán biệt thự Nhà Ở Cao Cấp khu compound Nguyễn Thượng Hiền giá 21,5 tỷ;6;Nguyễn Thượng Hiền;21.5;146;Hồ Chí Minh;Bình Thạnh;Nhà biệt thự, liền kề tại đường Nguyễn Thượng Hiền;3;Không;3;30.7 m;104.74 m;1303;Nhà biệt thự, liền kề 
41081921;Nhà 2 tầng, DT 4x12m, đường 7m thông, nhỉnh 5 tỷ, Gò Dầu, Tân Quý, Tân Phú;Tân Quý;Gò Dầu;5.5;48;Hồ Chí Minh;Tân Phú;Nhà riêng tại đường Gò Dầu;2;Có;2;16.38 m;7 m;1304;Nhà riêng 
40844804;Bán nhà mặt tiền CMT8 - Q3 - 8.5x30m - hầm 7 tầng - HĐT: 250Tr/tháng - giá bán: 43 tỷ;12;Cách Mạng Tháng Tám;43.0;255;Hồ Chí Minh;Quận 10;Nhà mặt phố tại đường Cách Mạng Tháng Tám;5;Không;3;25.39 m;479.86 m;1305;Nhà mặt phố 
40561621;Khuôn đất lớn MT Phan Đăng Lưu, Q. Phú Nhuận DT 9,5x30m 280m2 đất khu vực xây cao tầng chỉ 410tr/m2;2;Phan Đăng Lưu;115.0;280;Hồ Chí Minh;Phú Nhuận;Nhà mặt phố tại phố Phan Đăng Lưu;7;Có;4;9,65 m;400.23 m;1306;Nhà mặt phố 
40909802;Siêu rẻ! Ngang khủng 12x20m. XD hầm 8 tầng, MT đường Hồ Xuân Hương, P. 6, Quận 3, giá chỉ 108 tỷ;6;Hồ Xuân Hương;108.0;240;Hồ Chí Minh;Quận 3;Nhà mặt phố tại đường Hồ Xuân Hương;5;Có;4;49.07 m;175.65 m;1307;Nhà mặt phố 
41081615;Nhà hẻm xe hơi 44 Bùi Văn Ba 5x14m, 2 lầu ST 4PN 5WC hướng Tây, nhà đẹp nội thất cao cấp;Tân Thuận Đông;Bùi Văn Ba;7.5;70;Hồ Chí Minh;Quận 7;Nhà riêng tại đường Bùi Văn Ba;4;Có;4;5 m;5 m;1308;Nhà riêng 
40731625;Chú ruột nhờ bán hộ nhà mặt tiền Trần Hưng Đạo, P 1, Q 5 - 5x20m. 6 tầng. HĐT: 140tr/th - giá 30 tỷ;1;Trần Hưng Đạo;30.0;96;Hồ Chí Minh;Quận 5;Nhà mặt phố tại đường Trần Hưng Đạo;3;Có;6;5 m;20 m;1309;Nhà mặt phố 
41072745;Chính chủ cần bán lô đất lớn Hà Huy Giáp giá tốt;Thạnh Xuân;Hà Huy Giáp;46.0;1200;Hồ Chí Minh;Quận 12;Bán đất tại đường Hà Huy Giáp;4;Không;4;14,5 m;14 m;1310;Bán đất 
40830149;Căn góc Centery số lượng giới hạn - Ban công dài 6m - Giá gốc CĐT - Thanh toán 15% nhận nhà ngay;Sơn Kỳ;N1;7.78;121;Hồ Chí Minh;Tân Phú;Căn hộ chung cư tại Diamond Centery;3;Không;2;41.55 m;117.96 m;1311;Căn hộ chung cư 
40157457;Chính chủ bán biệt thự hẻm rộng 8m Hồ Biểu Chánh 9x20 nở hậu 9.3 kết cấu sẵn 3 lầu giá chỉ 35 tỷ;11;Hồ Biểu Chánh;35.0;180;Hồ Chí Minh;Phú Nhuận;Nhà biệt thự, liền kề tại đường Hồ Biểu Chánh;5;Có;3;25.9 m;8 m;1312;Nhà biệt thự, liền kề 
41057107;Chính chủ cần bán nhanh căn hộ Hà Đô Centrosa 107m2 giá 9 tỷ (còn TL) 0907 895 ***;12;3;9.0;107;Hồ Chí Minh;Quận 10;Căn hộ chung cư tại HaDo Centrosa Garden;3;Có;5;42.23 m;462.37 m;1313;Căn hộ chung cư 
38682615;Bán biệt thự HXT Trường Chinh, Q. Tân Bình - 19.5 x 45m (4 tầng) - 65 tỷ (TL);14;Trường Chinh;65.0;645;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Trường Chinh;20;Có;4;19,5 m;10 m;1314;Nhà riêng 
40522379;Chủ thiện chí bán, nhà 3 tầng ngay sát Hoàng Diệu 2 - xe hơi đậu tận cửa - Chỉ 5 nhỉnh tỷ;Linh Trung;Số 7;5.65;54;Hồ Chí Minh;Thủ Đức;Nhà riêng tại đường Số 7;3;Có;3;4 m;5 m;1315;Nhà riêng 
34926818;Chính chủ bán nhanh BT đối diện công viên - KDC Nam Long TTC - 8x24m - 1 trệt, 3 lầu - 23 tỷ;Tân Thuận Đông;Trần Trọng Cung;23.0;197;Hồ Chí Minh;Quận 7;Nhà biệt thự, liền kề tại Khu đô thị Nam Long;6;Không;3;29.11 m;126.35 m;1316;Nhà biệt thự, liền kề 
37762128;Trực tiếp CĐT Lumiere Boulevard rổ hàng view sông, view công viên,... giá rẻ nhất, nhận nhà ngay;Long Bình;Nguyễn Xiển;4.4;74;Hồ Chí Minh;Quận 9;Căn hộ chung cư tại Lumiere Boulevard;2;Có;5;51.56 m;474.41 m;1317;Căn hộ chung cư 
41016404;Đất cần bán đường Quốc Lộ 1A, Thới An, Quận 12, DT: 2.000m2;Thới An;Quốc lộ 1A;65.0;2000;Hồ Chí Minh;Quận 12;Bán đất tại đường Quốc lộ 1A;8;Không;5;50 m;163.05 m;1318;Bán đất 
38950271;Diamond Centery C3 C4 C6 CK lên đến 15% - ân hạn gốc 2x tháng - CĐT hỗ trợ lãi suất 3x tháng;Sơn Kỳ;;5.9;86;Hồ Chí Minh;Tân Phú;Căn hộ chung cư tại Diamond Centery;2;Không;2;52.08 m;136.0 m;1319;Căn hộ chung cư 
27566686;Hà Đô thanh toán 30% nhận nhà ở liền, giảm giá bán gấp view Quận 1, LH 0931,433,555;12;3;7.0;79;Hồ Chí Minh;Quận 10;Căn hộ chung cư tại HaDo Centrosa Garden;2;Có;3;29.49 m;135.6 m;1320;Căn hộ chung cư 
41055955;Bán tòa nhà chdv cao cấp trung tâm Bình Thạnh;12;Nơ Trang Long;53.0;282;Hồ Chí Minh;Bình Thạnh;Nhà riêng tại đường Nơ Trang Long;38;Có;6;11.78 m;571.01 m;1321;Nhà riêng 
40293141;Cần bán nhà phố 100m2 giá 6tỷ5. Nhà phố vườn 160m2 giá 9tỷ1, shophouse 100m giá 8tỷ7. BT 400m2 26tỷ;;;6.5;100;Hồ Chí Minh;Quận 9;Nhà biệt thự, liền kề tại Khu đô thị mới Đông Tăng Long;4;Không;3;5 m;20 m;1322;Nhà biệt thự, liền kề 
40048285;Giỏ hàng biệt thự Đông Tăng Long giá tốt 5x20m 6,5tỷ, 8x20m 9tỷ, 10x20m 14tỷ, 10x32m 19tỷ, đã có sổ;Trường Thạnh;Nguyễn Duy Trinh;6.5;100;Hồ Chí Minh;Quận 9;Nhà biệt thự, liền kề tại Khu đô thị mới Đông Tăng Long;4;Có;3;20 m;12 m;1323;Nhà biệt thự, liền kề 
41042273;(12 căn chủ đầu tư) giỏ hàng trực tiếp chủ đầu tư. Thanh toán giãn 5 năm. Thanh toán 30% nhận nhà;22;Nguyễn Hữu Cảnh;11.3;106;Hồ Chí Minh;Bình Thạnh;Căn hộ chung cư tại Sunwah Pearl;2;Không;5;33.35 m;264.0 m;1324;Căn hộ chung cư 
41054940;Biệt thự mini thiết kế Singapore đẹp lung linh 4 phòng master, full NT cao cấp hẻm VIP Quang Trung;10;Quang Trung;6.85;60;Hồ Chí Minh;Gò Vấp;Nhà riêng tại đường Quang Trung;4;Có;4;4 m;3,5 m;1325;Nhà riêng 
37268840;Phòng kinh doanh cập nhật giỏ hàng Sunwah Pearl giá tốt nhất tháng 10/2024. Thương lượng chính chủ;22;Nguyễn Hữu Cảnh;14.0;133;Hồ Chí Minh;Bình Thạnh;Căn hộ chung cư tại Sunwah Pearl;3;Không;2;36.51 m;267.53 m;1326;Căn hộ chung cư 
41054406;Giỏ hàng độc quyền ẩn tại Vinhomes Grand Park 2PN 3PN căn hộ liền kề Vincom Quận 9;Long Thạnh Mỹ;;3.5;69;Hồ Chí Minh;Quận 9;Căn hộ chung cư tại The Beverly Solari - Vinhomes Grand Park;4;Không;2;44.23 m;43.15 m;1327;Căn hộ chung cư 
40800728;Mỹ Chi Vinhomes chuyên bán căn hộ tại Vinhomes Central Park và Landmark 81 (1-2-3-4PN);22;Điện Biên Phủ;5.8;82;Hồ Chí Minh;Bình Thạnh;Căn hộ chung cư tại Vinhomes Central Park;2;Có;1;30.08 m;447.97 m;1328;Căn hộ chung cư 
40959031;Bán nhà hẻm xe hơi thông, đường Trần Thị Trọng P15 Tân Bình TPHCM;15;Trần Thị Trọng;7.7;54;Hồ Chí Minh;Tân Bình;Nhà riêng tại đường Trần Thị Trọng;5;Có;4;4 m;5 m;1329;Nhà riêng 
38248917;Bán căn hộ Sunrise City 1 (2,8tỷ) - 2 (3,3tỷ) - 3 PN (5,3tỷ) (sẵn khóa xem nhà) - giá tốt nhất;Tân Hưng;Nguyễn Hữu Thọ;5.3;108;Hồ Chí Minh;Quận 7;Căn hộ chung cư tại Sunrise City;3;Không;4;19.82 m;205.85 m;1330;Căn hộ chung cư 
40604963;Cập nhật giỏ hàng mua bán hơn 33 nền tốt nhất dự án Centana Điền Phúc Thành giá từ 38 tr/m2;Long Trường;Trường Lưu;4.61;121;Hồ Chí Minh;Quận 9;Đất nền dự án tại Centana City Điền Phúc Thành;3;Không;1;5,1 m;12 m;1331;Đất nền dự án 
41052925;GH Westgate 18 căn trực tiếp CĐT An Gia - thanh toán 10% nhận nhà - chuẩn bị có sổ;;Tân Túc;2.5;59;Hồ Chí Minh;Bình Chánh;Căn hộ chung cư tại Westgate;2;Có;1;13.02 m;30.09 m;1332;Căn hộ chung cư 
32748703;Bán gấp CHCC Cityland, 1PN - 2PN - 3PN, giá rẻ nhất thị trường, LH: 0903 489 ***;;;3.85;75;Hồ Chí Minh;Gò Vấp;Căn hộ chung cư tại CityLand Park Hills;2;Không;2;50.27 m;47.23 m;1333;Căn hộ chung cư 
37795101;Cam kết chuẩn 100%. Căn 2PN - 2WC 67m2 nhà chủ đang ở cực kì mới giá tốt nhất 3 tỷ tròn;Phú Hữu;Võ Chí Công;3.0;67;Hồ Chí Minh;Quận 9;Căn hộ chung cư tại Safira Khang Điền;2;Có;5;26.77 m;152.73 m;1334;Căn hộ chung cư 
40883372;Quản lý giỏ hàng top 100 căn giá hời tại Masteri Centre Point 1pn + 3.150tỷ 2pn 3.950 tỷ 3pn 5.6 tỷ;Long Thạnh Mỹ;Nguyễn Xiển;3.15;53;Hồ Chí Minh;Quận 9;Căn hộ chung cư tại Masteri Centre Point;1;Không;5;37.74 m;13.71 m;1335;Căn hộ chung cư 
40386941;Giá tốt chưa từng có, nhà 3 lầu, DT 5m x 16,8m, giá 8.6 tỷ có gara xe hơi - Video review chi tiết;Phú Mỹ;Huỳnh Tấn Phát;8.6;83;Hồ Chí Minh;Quận 7;Nhà riêng tại đường Huỳnh Tấn Phát;4;Không;4;19.47 m;204.74 m;1336;Nhà riêng 
40925742;Chỉ nhỉnh 5 tỷ có ngay nhà hẻm xe hơi đậu cửa, cách Quang Trung 3 bước đi bộ, ~64m2, nở hậu tài lộc;14;Quang Trung;5.1;63;Hồ Chí Minh;Gò Vấp;Nhà riêng tại đường Quang Trung;7;Không;2;4,8 m;6 m;1337;Nhà riêng 
41042217;Nhà 3 lầu lung linh, 5 phòng, full nội thất xách vali vào ở ngay hẻm nhựa 6m Nhiêu Tứ - Cạnh PXLong;7;Nhiêu Tứ;8.3;39;Hồ Chí Minh;Phú Nhuận;Nhà riêng tại đường Nhiêu Tứ;5;Có;4;3 m;6 m;1338;Nhà riêng 
28995659;Đức Hưng Group - Moonlight cập nhật giá bán 1PN - 2.4 tỷ, 2PN - 3tỷ có vay bank 0965 431 ***;Bình Thọ;Đặng Văn Bi;3.0;68;Hồ Chí Minh;Thủ Đức;Căn hộ chung cư tại Moonlight Residences;2;Không;5;11.38 m;390.66 m;1339;Căn hộ chung cư 
39166943;Chia tài sản nhà Nguyễn Hữu Cảnh, Bình Thạnh, 54.35m2 3PN 1ty990 SHR;22;Nguyễn Hữu Cảnh;1.99;54;Hồ Chí Minh;Bình Thạnh;Nhà riêng tại đường Nguyễn Hữu Cảnh;3;Có;2;30.94 m;4 m;1340;Nhà riêng 
41041705;Bán lỗ căn hộ Origami - Vinhomes Grand Park 59m2 hướng Nam đã có sổ 2,78 tỷ chính chủ xem nhà 24/7;Long Thạnh Mỹ;Nguyễn Xiển;2.78;59;Hồ Chí Minh;Quận 9;Căn hộ chung cư tại The Origami - Vinhomes Grand Park;2;Không;3;39.01 m;272.24 m;1341;Căn hộ chung cư 
41040679;Giảm giá bán nhanh căn 3PN Vinhomes Central Park, full nội thất decor cao cấp, mới đẹp như hình;22;Điện Biên Phủ;10.5;118;Hồ Chí Minh;Bình Thạnh;Căn hộ chung cư tại Vinhomes Central Park;3;Có;3;45.91 m;210.38 m;1342;Căn hộ chung cư 
41037356;Sunrise City Central, 25 Nguyễn Hữu Thọ quận 7;Tân Hưng;Nguyễn Hữu Thọ;6.3;120;Hồ Chí Minh;Quận 7;Căn hộ chung cư tại Sunrise City;3;Không;5;13.86 m;95.59 m;1343;Căn hộ chung cư 
40969872;Gấp cần bán tháng 9 nhà mặt tiền đang kinh doanh cực tốt - chính chủ bán gấp với giá rẻ bất ngờ;Tam Bình;Số 7;9.0;143;Hồ Chí Minh;Thủ Đức;Nhà mặt phố tại đường Số 7;4;Có;4;21.48 m;100.25 m;1344;Nhà mặt phố 
40751575;Sốc suất nội bộ căn hộ Fiato Uptown giá chỉ 45,2tr/m2 ~ 3,6tỷ cho căn 80m2 - tặng thêm 10 chỉ vàng;Tam Phú;Tô Ngọc Vân;3.6;80;Hồ Chí Minh;Thủ Đức;Căn hộ chung cư tại Fiato Uptown;2;Có;5;43.01 m;409.31 m;1345;Căn hộ chung cư 
38090027;Tôi chính chủ cần bán 2 lô đất Phú Mỹ VPH, nhà phố 6x22m giá 18 tỷ và biệt thự 10,5x21 giá 24 tỷ;;;18.0;132;Hồ Chí Minh;Quận 7;Đất nền dự án tại Khu dân cư Phú Mỹ;5;Không;2;36.03 m;511.36 m;1346;Đất nền dự án 
39477107;Chính chủ bán gấp biệt thự căn góc 2MT hẻm 10m khu nội bộ cao cấp 8x18 giá 26,5 tỷ;9;Hồ Văn Huê;26.5;144;Hồ Chí Minh;Phú Nhuận;Nhà riêng tại đường Hồ Văn Huê;5;Không;4;8 m;10 m;1347;Nhà riêng 
41076589;Góc bán Mizuki Park 2PN giá tốt-giá 2,6 tỷ căn 56m2 -giá 3.050 tỷ căn 65m2-đã có sổ. Xem nhà ngay;;Nguyễn Văn Linh;2.6;56;Hồ Chí Minh;Bình Chánh;Căn hộ chung cư tại Mizuki Park;2;Có;2;4.0 m;157.77 m;1348;Căn hộ chung cư 
40925069;Nguyễn Văn Luông-Quận 6-ngay vòng xoay Phú Lâm - hẻm nhựa 6m xe tải vô tới nhà - 206m2 (12m x 19m);12;Nguyễn Văn Luông;19.8;206;Hồ Chí Minh;Quận 6;Nhà riêng tại đường Nguyễn Văn Luông;5;Không;2;12 m;6 m;1349;Nhà riêng 
38767092;600tr bán 501,9m2 đất sổ hồng chính chủ ngay mặt tiền Ba Sa, Phước Hiệp;;Ba Sa;0.6;501;Hồ Chí Minh;Củ Chi;Bán đất tại đường Ba Sa;6;Không;4;12 m;85.71 m;1350;Bán đất 
39551559;Trực tiếp CĐT Kusto Home - Urban Green rổ hàng tháng 9, CK 9%, tặng NT 500 triệu, vay LS 0% 2 năm;Hiệp Bình Phước;Số 6;5.18;84;Hồ Chí Minh;Thủ Đức;Căn hộ chung cư tại Urban Green;2;Có;2;28.63 m;138.38 m;1351;Căn hộ chung cư 
